"","14-3-3-epsilon","4E-BP1","4E-BP1_pS65","ACC1","ACC1_PS79","Akt","Akt_pS473","Akt_pT308","AMPK-alpha","AMPKa_pT172","AR","Bak","Bax","Bcl2","Bcl-xL","beta-Catenin","Bid","Bim","CASPASE7_CLEAVED","Caspase-8","Caveolin-1","CD31","Chk1","Chk2","Chk2_pT68","c-Jun_pS73","c-Kit","c-Myc","Collagen-VI","C-Raf","Cyclin-B1","Cyclin-D1","Cyclin-E1","E-Cadherin","EGFR","EGFR_pY1173","eIF4E","ER-alpha","Fibronectin","GATA3","GSK3-alpha-beta","HER2","IGFBP2","IRS1","JNK2","MEK1","N-Cadherin","p27","p53","P70S6K","p70-S6K_pT389","PCNA","PDK1_pS241","PI3K-p110-alpha","PKC-alpha_pS657","PR","PTEN","Rab25","Rad51","Rb","Smac","Smad1","Smad3","Src","Src_pY527","Stat3_pY705","STAT5-alpha","Stathmin","Syk","TSC2","VEGFR-2","XRCC1","YAP","YB1_pS102","FoxO3a","mTOR_pS2448","53BP1","PI3K-p85"
"1478",-0.0376176854376879,-0.0611772585770676,0.00102525782708468,1.05728637979735,1.57335724290164,-0.0830660284944563,-0.575521508742215,-0.438343098617716,0.632398099554422,0.425745924618477,-0.814567494111964,0.0956900129686944,-0.209434641684267,-0.000264443710063456,-0.0456795301435162,-0.299952174170979,-0.110790374756632,0.0717090597731931,-0.027871103936183,-0.174132781959082,0.508565856231573,0.00692803481770894,-0.604685782452761,-0.272739038955158,-0.0913309756441313,-0.15468499268538,0.0758003216922229,0.0971661708385693,0.00180434715207545,0.0892541045027809,-0.826697795128651,-0.105236329507459,-0.290572114381376,0.403819870127374,-0.457431368907018,-0.923505178525869,0.468702056087142,-0.376183764935313,0.0534976631229519,-0.596529082253637,-0.142430285353404,-0.000105156111978921,-1.12075751021033,0.146183109288529,-0.101412367346932,0.118444333054031,0.022078004156502,0.142838355888461,-0.3693764855249,0.625894673043356,0.63006346133684,-0.479689864590361,0.214864505395281,0.327881355448992,-0.142235608918457,-1.47271873713067,0.22558812574184,-0.718538936967917,0.0943421552339751,-0.0895910404596856,0.205414172166442,0.0390984549966833,-0.0208309635223586,0.0872265702375546,-0.272373934539781,-1.15028486882897,0.0475928155097834,-0.0249723472541131,1.71297725291369,0.0228775800925604,0.138760292436828,0.24128173801096,0.0732605934998051,-0.0981497145779031,0.235562946667397,0.230239484165638,-0.0530899444882558,0.307656048180902
"1479",0.0269363555623121,-0.206991238577068,-0.257025572172915,1.04622994079735,1.39168992390164,-0.0858371214944563,-0.548598836742215,-0.447624706617716,0.677565856554422,0.374224691618477,-0.727622089111964,0.0391921909686944,-0.293468458684267,-0.0174434587100635,-0.0945984591435163,-0.194604732170979,-0.0661474717566322,0.0546184497731931,-0.00738485893618297,-0.334707904959082,0.492736819231573,0.140310847817709,-0.669330938452761,-0.192187443955158,-0.138059576644131,0.0888033183146198,0.0460675356922229,0.272136719838569,0.0624201841520753,0.0266417825027809,-0.916725550128651,0.00533746749254112,-0.209590972381376,0.372840973127374,-0.250307413907018,-0.889640604525869,0.511054484087142,-0.412798865935313,0.0401837351229519,-0.495429350253637,-0.149448018353404,-0.0351591221119794,-1.10139689821033,0.205967887288529,-0.176969083346932,0.0360341370540312,0.124612417156502,0.128376126888461,-0.2957482315249,0.685922159043357,0.68569144833684,-0.464589555590361,0.263610230395281,0.203286372448992,-0.00847955791845684,-1.44304400113067,0.23608556774184,-0.723100768967917,0.137155160233975,-0.138375735459686,0.168779344166442,-0.0509971770033167,-0.0687564955223586,0.102615212237555,-0.00164944253978094,-1.06106838982897,0.0354285115097834,-0.00374884225411312,1.71100779691369,-0.0232986559074396,0.171850570436828,0.19065278401096,0.0529215744998051,-0.0373140735779031,0.205388296667397,0.215086083165638,0.293165302511744,0.250642536180902
"1480",0.0635953735623121,-0.0941178835770676,-0.181381799172915,1.04186306579735,1.71447699190164,-0.0767733684944563,-0.599039017742215,-0.570307541617716,0.631005053554422,0.515357457618477,-0.815027580111964,0.0575760839686944,-0.301595882684267,0.0880719952899365,0.0404313408564838,-0.148684651170979,-0.0237704237566322,0.0938743217731931,-0.016157665936183,-0.292975271959082,0.255025460231573,0.185271837817709,-0.549544597452761,-0.405170794955158,-0.183930092644131,-0.0339742426853802,0.0332624976922229,0.115576455838569,0.0364899861520755,0.0592468675027809,-0.649475432128651,-0.00242301950745888,-0.138412764381376,0.275145730127374,-0.469297952907018,-1.04849302752587,0.519726331087142,-0.489856045935313,0.0247593951229519,-0.408732063253637,0.00763637564659586,-0.165975908111979,-1.13918382521033,0.139943257288529,-0.151073330346932,-0.0220611839459688,0.155523229156502,0.115853098888461,-0.2234350955249,0.651448612043356,0.57615919533684,-0.439701039590361,0.213339772395281,0.222309999448992,-0.0736580179184568,-1.45919530013067,0.18555371574184,-0.671095614967917,0.0710864772339751,-0.157641679459686,0.179422934166442,0.0176836629966833,-0.0781127055223587,0.0903154622375547,-0.0736687205397809,-1.37739915282897,0.0816961935097834,0.0442083807458869,1.91695634891369,-0.0765914019074396,-0.0352535035631718,0.18257836701096,-0.0239929465001949,0.0423305504220969,0.193875699667397,0.267253608165638,0.211804665511744,0.162283282180902
"1481",0.0419685185623121,-0.0764357885770676,-0.533049182172915,0.624596182797348,2.01114308590164,-0.266563805494456,-1.17696614274222,-1.16051570961772,0.697718759554422,1.39454333761848,-0.900599476111964,0.0186508589686944,-0.575004033684267,0.0882465992899365,-0.155803154143516,-0.0791074441709793,-0.0379670407566322,-0.122961294226807,0.750811731063817,-0.169633542959082,0.608815480231573,0.175184063817709,-0.576530555452761,-0.887726152955158,-0.276852984644131,-0.0328443256853802,-0.175226118307777,-0.0848717481614307,0.0674075971520756,-0.0455015924972191,-1.43440025212865,-0.0464163315074589,-0.269507332381376,-0.660746119872626,-0.0656429749070176,-0.384876682525869,0.275853217087142,-0.511390033935313,-0.0407000388770481,-0.711358741253637,-0.195484393353404,0.0197764638880207,-1.18363442121033,0.0514158782885287,-0.310192486346932,-0.190227537945969,0.253012575156502,-0.0134467981115395,-0.1920009175249,0.658291826043356,0.24464692833684,-0.549395823590361,0.0205773733952805,0.0230959834489921,-0.396173237918457,-1.62138723913067,-0.000908579258159764,-0.777569954967917,0.0543352122339751,-0.143895313459686,0.355680963166442,-0.0787952170033167,-0.124649138522359,0.144971531237555,-0.092030940539781,-0.23976239782897,0.00338253150978346,-0.0911313492541131,1.97443251691369,-0.15668600190744,-0.104703920563172,0.000702765010959824,0.0048710094998051,-0.260636999577903,0.0557002216673968,0.251858813165638,-0.0121480224882557,0.00964601618090227
"1482",0.186884621562312,-0.0541193565770676,-0.375238971172915,0.517527720797348,1.93104505690164,-0.213401286494456,-1.30676484274222,-1.26239117461772,0.650488601554422,1.29149216161848,-0.900625863111964,0.0740579609686944,-0.484564479684267,0.182306796289937,-0.217418290143516,-0.0343998281709793,-0.0870704337566322,-0.126217481226807,0.703621698063817,-0.172607942959082,0.321163827231573,0.388370300817709,-0.344272177452761,-0.629388362955158,-0.228952097644131,0.0551686763146198,-0.113921889307777,-0.151293554161431,0.0198999671520754,-0.0511256644972191,-1.35639507712865,-0.101643565507459,-0.188919513381376,-0.347934096872626,-0.193353664907018,-0.499692822525869,0.298143289087142,-0.544328846935313,-0.0657809138770481,-0.552361783253637,-0.0500273783534041,-0.433967282111979,-1.20677177721033,0.0335458732885287,-0.297907341346932,-0.169943388945969,0.0599349381565019,0.0589802048884605,-0.1005177625249,0.684858209043356,0.0639341703368401,-0.320044706590361,0.0545421973952805,0.00407080944899213,-0.227779403918457,-1.51213188113067,0.0226156137418402,-0.735695826967917,0.0775699442339751,-0.209794134459686,0.312066334166442,-0.0216549720033167,-0.109397906522359,0.121009259237555,-0.027297331539781,-0.42296228482897,-0.0466921754902165,-0.0758605432541131,2.05138693091369,-0.12565230990744,-0.0243836125631718,-0.0949111119890402,-0.0766520565001949,-0.273482821577903,0.100713148667397,0.167977306165638,-0.00794987648825574,0.0348271591809023
"1483",-0.0459572854376879,-0.646668504577068,-0.117211588172915,2.05829399079735,1.37430029290164,0.247417348505544,0.366313789257785,0.331298189382284,-0.426275960445578,-0.215608384381523,0.632206903888036,-0.0100918240313056,-0.252732867684267,0.305354896289937,0.382143899856484,-0.194647312170979,-0.0290060507566322,0.944126916773193,-0.479643984936183,-0.151980994959082,0.0604703472315733,-0.0181635281822911,0.377639637547239,0.286465381044842,-0.0919802586441313,0.0769537263146198,-0.0875778693077771,0.0969416518385693,0.0212839131520757,0.171751446502781,0.176814966871349,0.0698051464925411,0.0233367156186243,0.328571558127374,0.163509171092982,-0.0678998405258691,-0.000736334912858299,0.628931304064687,-0.180124812877048,0.122147157746363,0.542086874646596,-0.131864759111979,0.52153348078967,0.171783096288529,-0.316435940346932,-0.173591663945969,-0.125543347843498,0.0265993008884605,0.4608113444751,0.999321884043357,1.15397725333684,0.572790202409639,0.0681147353952806,-0.0165197015510079,0.258428029081543,4.79809348486933,0.50416468374184,-0.0795195129679167,0.0523726692339751,-0.0755679714596856,-0.104616295833558,0.108717972996683,-0.186386963522359,-0.276929140762445,-0.349469770539781,-0.10165171882897,0.394102842509783,-0.0798467422541131,1.06780369891369,0.47769395709256,-0.234881821563172,0.0685179540109598,0.647451583499805,0.0939406414220969,0.516884906667397,-0.0778681308343622,0.0494327875117442,0.0177392561809023
"1484",-0.0119272424376879,-0.527259468577068,0.0574522228270847,2.13474440579735,1.49549604090164,0.242080275505544,0.328571387257785,0.208553629382284,-0.383595534445578,-0.115566649381523,0.575333164888036,-0.00469196503130557,-0.176249257684267,0.417487470289937,0.417651374856484,-0.252444328170979,0.00397382324336782,0.980502276773193,-0.420862826936183,-0.205143716959082,0.318276063231573,0.174974857817709,0.480760231547239,0.333642510044842,-0.106816427644131,0.0337127483146198,0.0108421166922229,0.120592983838569,0.0783551101520756,0.100249073502781,0.178680954871349,0.0521712724925411,-0.0199014083813757,0.347980343127374,-0.0830771409070177,-0.138544505525869,0.0089159730871417,0.610406501064687,-0.255616037877048,0.0518512527463633,0.399942555646596,-0.253168138111979,0.46820509878967,0.158987851288529,-0.281531812346932,-0.121628201945969,-0.128713704843498,0.0504540048884606,0.4240286374751,1.04812832804336,1.17204980833684,0.483068635409639,0.216527286395281,0.0858056334489921,0.272427087081543,4.80477649586933,0.49130290774184,-0.118131297967917,0.0337381002339751,-0.0909073254596856,-0.068054328833558,0.194335518996683,-0.0976484985223586,-0.220779900762445,-0.267518774539781,-0.0278679108289701,0.379973021509783,-0.0274114442541131,1.05990998291369,0.49954092309256,-0.272542365563172,0.0706958720109598,0.698356864499805,0.182223803422097,0.513301872667397,0.00991974916563781,0.0569155375117443,0.0598072821809023
"1485",0.0273882815623121,-0.447183176577068,-0.281460439172915,1.84122272879735,3.02640256190164,0.259477481505544,0.235430553257785,-0.0762361276177159,-0.340930870445578,0.450616886618477,0.572066734888036,-0.116952460031306,-0.314276062684267,0.508070808289937,0.331538675856484,-0.0971958421709793,-0.00439973975663218,0.651091976773193,-0.372137938936183,-0.156117562959082,-0.0716314257684267,0.391288636817709,0.555682749547239,0.475478840044842,-0.0515836706441313,-0.13610791368538,-0.133212422307777,0.165393447838569,0.0641064701520753,0.103090585502781,0.163194583871349,0.0111938664925411,0.0108750286186243,0.0997311991273737,0.167320838092982,0.520491812474131,-0.197571531912858,0.596251570064687,-0.271309914877048,0.177524856746363,0.492848401646596,-0.314253802111979,0.33379629678967,0.0415790482885287,-0.362397457346932,-0.344247311945969,-0.074723203843498,-0.00860574011153947,0.4837825364751,1.13084299004336,0.35193126233684,0.510561565409639,-0.0654176786047194,-0.0347544495510079,0.130475803081543,5.10467800486933,0.43829911174184,-0.136840340967917,0.0175365292339751,-0.102943454459686,-0.100408600833558,0.149695169996683,-0.247431214522359,-0.276965477762445,-0.255411589539781,0.82487589617103,0.377589668509783,-0.106434842254113,1.19441008391369,0.33207529909256,-0.443281978563172,-0.0138679709890402,0.531576156499805,-0.308887120577903,0.266975498667397,-0.0993742728343622,0.0771436475117442,-0.108012394819098
"1486",0.102994465562312,-0.365394168577068,-0.486597168172915,2.10847142379735,3.25786999590164,0.343506259505544,0.752843722257785,0.647177742382284,-0.347993387445578,0.741401261618477,0.676568887888036,-0.00371043203130557,-0.256795637684267,0.274323199289937,0.418546822856484,0.0308758828290207,0.0196823212433678,0.785663468773193,-0.427965048936183,-0.193789620959082,0.171369179231573,0.058224254817709,0.260892364547239,0.105036116044842,-0.0623955616441313,-0.0162655616853802,0.0218814496922229,0.120867113838569,0.00134644315207533,0.156703310502781,0.109521614871349,0.113532800492541,-0.0564966803813757,0.221411734127374,0.246473593092982,0.904585504474131,-0.0867969499128583,0.700856030064687,-0.146011006877048,-0.176219616253637,0.201806064646596,0.117057478888021,0.33049520078967,0.0655489292885287,-0.302192332346932,-0.273171770945969,-0.056891994843498,0.0774264318884605,0.1756262214751,1.08437997704336,0.04897397333684,0.560224002409639,-0.0203485586047194,0.0108881274489921,0.0906612020815432,4.91538415586933,0.51858015174184,0.0291925670320834,0.00527304023397514,-0.0994884734596856,-0.111846822833558,0.119550836996683,-0.100145163522359,-0.293333478762445,-0.149617510539781,1.09929761717103,0.394461629509783,-0.0103911032541131,0.731316127913694,0.32947183609256,-0.271803607563172,0.0421133780109598,0.750632424499805,-0.166730401577903,0.472615727667397,-0.114880412834362,0.228318444511744,-0.107282524819098
"1487",-0.0123889814376879,-0.384371578577068,-0.445656643172915,1.90112415979735,2.74967471190164,0.357403855505544,0.406161889257785,0.142978460382284,-0.332136673445578,0.394657329618477,0.635783661888036,0.0343831759686944,-0.259158496684267,0.189545033289937,0.437959159856484,0.0477638408290207,0.0743868992433678,0.838481446773193,-0.336591619936183,-0.122852785959082,0.231895391231573,-0.154804634182291,0.298887987547239,-0.0144528659551582,-0.0267674156441313,-0.0706542666853802,-0.104831215307777,-0.0448045731614307,0.0779148351520753,0.184014190502781,0.0744447858713487,-0.0353212445074589,0.000142204618624298,0.115279984127374,0.158816574092982,0.798451863474131,-0.144159197912858,0.535431991064687,-0.163330734877048,-0.215059342253637,0.148504470646596,0.0962926348880204,0.49544510378967,0.0317683282885287,-0.333836072346932,-0.282004112945969,-0.0199365798434981,0.0652644388884605,0.1944116994751,1.04144145904336,0.52204590833684,0.641451634409639,-0.0510428446047194,0.0173437914489921,0.0789060440815431,4.64509418886933,0.45399166674184,0.0674766450320834,0.0209906342339751,-0.215413875459686,-0.060909437833558,0.189416844996683,-0.112101080522359,-0.329452593762445,-0.186594369539781,0.90385483017103,0.484234570509783,0.0135686067458869,0.502663830913694,0.36069898409256,-0.335089822563172,-0.24431941398904,0.675924632499805,-0.195240147577903,0.458523028667397,-0.0129077888343622,0.198476351511744,-0.0447226378190977
